Topic,Count,Name,Representation,Representative_Docs,Rank
74,188,74_slijm_ontlasting_bloed_zit,"['slijm', 'ontlasting', 'bloed', 'zit', 'soms', 'diarree', 'spoortje', 'zichtbaar', 'last', 'prop']","['Sinds 2 dagen heb ik weer wat slijm en bloed bij de ontlasting.', 'Geen bloed of slijm bij de ontlasting.', 'Ik heb eigenlijk nooit veel bloed of slijm bij mijn ontlasting gehad.']",87
73,185,73_gebeld_persoonlijk_bellen_mogelijkheden,"['gebeld', 'persoonlijk', 'bellen', 'mogelijkheden', 'vragen', 'spreken', 'gesprek', 'eiland', 'bespreken', 'belt']","['Ik zou haar graag persoonlijk spreken kan dat?', 'ze zou mij daar donderdag voor terug bellen maar ik ben niet gebeld.', 'Ik wil heel graag met haar overleggen wat de mogelijkheden zijn en wanneer ze het niet weet, de mogelijkheden bekijken om een second opinion in overleg aan te vragen.']",88
87,185,87_diarree_buikpijn_buikgriep_diaree,"['diarree', 'buikpijn', 'buikgriep', 'diaree', 'water', 'overgeven', 'last', 'remmer', 'overgegeven', 'pijn']","['En heb nog diarree.', 'Af en toe heb ik ook wat diarree.', 'Ik ga nu de elfde dag met onverminderde diarree in; ik ben nu ca.']",89
120,182,120_ophalen_halen_voorraad_afhalen,"['ophalen', 'halen', 'voorraad', 'afhalen', 'inleveren', 'balie', 'levering', 'morgen', 'brengen', 'meteen']","['Ik ga het donderdag ophalen.', 'Of moet ik het ergens ophalen?', 'Kan ik ze ook nu ophalen?']",90
139,182,139_last_winden_soms_overdag,"['last', 'winden', 'soms', 'overdag', 'vervelend', 'best', 'hinder', 'heftig', 'weekend', 'sochtends']","['Door de dag heb ik hier geen last van.', 'De eerste dagen heb ik nergens last van gehad.', 'Heb er (vooralsnog) geen last van.']",91
62,181,62_vitamine_vitamines_doorsturen_spuit,"['vitamine', 'vitamines', 'doorsturen', 'spuit', 'vit', 'calcium', 'vitaminen', 'injecties', 'injectie', 'recept']","['De vitamine B12 die ook geprikt was, was 220.', 'Ook zou ik graag nog nieuwe herhalingsrecepten willen hebben voor mijn vitamine B12.', 'vitamine B12 in (25 ug).']",92
81,176,81_slijm_bloed_aambeien_soms,"['slijm', 'bloed', 'aambeien', 'soms', 'dun', 'normaal', 'vocht', 'slijmbeursontsteking', 'bloedverlies', 'komt']","['Verder geen bloed of slijm.', 'Maar wel nog veel bloed en slijm.', 'Maar geen bloed of slijm.']",93
109,173,109_injectie_injecties_infusen_hyrimoz,"['injectie', 'injecties', 'infusen', 'hyrimoz', 'gezet', 'mtx', 'injecteren', 'zetten', 'volgende', 'spuit']","[' , Ik heb inmiddels een afspraak voor de injectie as vrijdag.', 'Zal ik het dan over 2 weken doen voor de injectie.', 'Heb 18 april de 2e injectie gehad.']",94
59,171,59_klysmas_klysma_gebruikt_klismas,"['klysmas', 'klysma', 'gebruikt', 'klismas', 'gebruiken', 'salofalk', 'budenofalk', 'proberen', 'bestellen', 'begonnen']","['Zou ik nog een recept kunnen krijgen voor de klysmas ?', 'Moet ik dan nog klysmas gebruiken ?', 'Ik heb nu geen klysmas meer.']",95
136,171,136_jeukt_rood_plek_bultjes,"['jeukt', 'rood', 'plek', 'bultjes', 'rode', 'pijnlijk', 'gezwollen', 'voelt', 'jeuk', 'dik']","['De rode vlek op mijn been is helaas nog steeds erg groot en rood maar wel minder dik.', 'Waar ik spuit wordt het nu rood, warm, dik, gezwollen (laatste keer 10-10cm rondom injectieplaats) en jeukt het.', 'De rode plek rondom de spuit is nu circa 15 cm (ovale vorm), is iets gezwollen en jeukt.']",96
77,169,77_lab_biologicals_chemie_labformulieren,"['lab', 'biologicals', 'chemie', 'labformulieren', 'klinische', 'labbriefjes', 'labformulier', 'bureau', 'potje', 'labuitslagen']","['Overige lab uitslagen ook goed?', 'Hallo  / ,  Hoe was mijn lab van afgelopen dinsdag?', 'Wel een lab 4 en lab 1 formulier.']",97
94,169,94_verwijzing_doorgestuurd_komen_neer,"['verwijzing', 'doorgestuurd', 'komen', 'neer', 'verhuisd', 'terecht', 'service', 'geb', 'schiphorst', 'ritje']","['Worden de resultaten dan doorgestuurd naar  ?', 'Dit zou naar   doorgestuurd worden.', 'Dit mag doorgestuurd worden naar de   in  .']",98
85,168,85_slaap_slapen_wakker_bed,"['slaap', 'slapen', 'wakker', 'bed', 'geslapen', 'nachten', 'nacht', 'nachtrust', 'vannacht', 'snachts']","['Vooral slapen is een ramp.', 'Hier kon ik niet van slapen.', 'Slaap heel veel.']",99
68,165,68_ijzer_ijzerinfuus_ijzergehalte_ijzertekort,"['ijzer', 'ijzerinfuus', 'ijzergehalte', 'ijzertekort', 'laag', 'ijzertabletten', 'tekort', 'infuus', 'gehalte', 'magnesium']","['Als het ijzer te laag wordt, heeft   me de vorige keer een ijzer infuus voorgeschreven.', 'Ik heb vorige week mijn ijzer infuus gehad.', 'Hallo,   Op 6 augustus heb ik mijn ijzer infuus gehad.']",100
96,162,96_krampen_buikkrampen_buikklachten_kramp,"['krampen', 'buikkrampen', 'buikklachten', 'kramp', 'flinke', 'last', 'lucht', 'voeten', 'soms', 'gepaard']","['En heb je misschien iets tegen de krampen.', 'Een beetje minder krampen.', 'Is er iets wat ik kan nemen zodat krampen minder zijn?']",101
89,161,89_snelle_reactie_bedankt_dank,"['snelle', 'reactie', 'bedankt', 'dank', 'antwoord', 'dankjewel', 'hulp', 'reageren', 'snel', 'nogmaals']","['bedankt voor de snelle reactie', 'Bedankt voor de snelle reactie iris!', 'Bedankt voor uw snelle reactie.']",102
141,161,141_nakijken_mening_denken_voorstel,"['nakijken', 'mening', 'denken', 'voorstel', 'hierover', 'achteraan', 'hoop', 'akkoord', 'visie', 'begrijpt']","['Graag jullie mening hierover.', 'Ik hoor graag wat uw mening hierover.', 'Graag hoor ik uw mening hierover.']",103
133,158,133_controle_jaarlijkse_controles_afspraak,"['controle', 'jaarlijkse', 'controles', 'afspraak', 'controleafspraak', 'controlestrook', 'jaar', 'regelen', 'inplannen', 'komen']","['Of moet ik zelf een afspraak maken voor controle in december?', 'Op 20 januari heb ik weer een controle afspraak bij  .', 'Op   heb ik een controle afspraak bij  .']",104
106,157,106_huid_gezicht_jeuk_droge,"['huid', 'gezicht', 'jeuk', 'droge', 'rode', 'vlekken', 'huiduitslag', 'acne', 'haaruitval', 'hoofdhuid']","['Hallo   en  ,  Momenteel heb ik weer last van mijn huid.', 'Verder heb ik een ontzettend droge huid gekregen vooral mijn gezicht en hals.', 'Daarnaast merk ik op dat ik op mijn huid wat uitslag heb en sinds kort rode vlekken in mijn gezicht begin te krijgen.']",105
132,156,132_misselijk_misselijkheid_overgeven_eetlust,"['misselijk', 'misselijkheid', 'overgeven', 'eetlust', 'braken', 'gevoel', 'eten', 'maag', 'opgeblazen', 'vermoeid']","['Ik heb daar vannacht van moeten overgeven omdat ik er zo misselijk van was.', 'En ik ben ook misselijk', 'Ook ben ik nog erg misselijk en moet ik 1x pd overgeven.']",106
86,156,86_kilo_gewicht_afgevallen_weeg,"['kilo', 'gewicht', 'afgevallen', 'weeg', 'gewichtsverlies', 'afvallen', 'sporten', 'conditie', 'woog', 'vallen']","['Zo ben ik na ongeveer een jaar tien kilo afgevallen.', 'Ben nu al een paar kilo afgevallen.', 'Toen ben ik ook 3 kilo afgevallen.']",107
152,153,152_duidelijkheid_informatie_vertellen_geven,"['duidelijkheid', 'informatie', 'vertellen', 'geven', 'nagedacht', 'antwoord', 'weten', 'hoop', 'info', 'daarover']","['Ik hoop dat dit meer duidelijkheid zal verschaffen.', 'Kunt u mij misschien meer duidelijkheid geven?', 'Zou graag duidelijkheid willen krijgen.']",108
107,152,107_bericht_bedankt_berichtje_dankjewel,"['bericht', 'bedankt', 'berichtje', 'dankjewel', 'dank', 'terugkoppeling', 'mail', 'mededeling', 'okay', 'doorsturen']","['bedankt voor het bericht.', 'Bedankt voor het bericht.', 'Bedankt voor het attente bericht.']",109
75,150,75_coloscopie_colonscopie_colonoscopie_gastroscopie,"['coloscopie', 'colonscopie', 'colonoscopie', 'gastroscopie', 'gepland', 'ondergaan', 'beelden', 'staat', 'biopten', 'sigmoidoscopie']","['Beste,  Vrijdag 22-4 a.s. heb ik een afspraak voor een coloscopie.', 'Ik heb de afspraak met   dat zij of   de coloscopie doet.', 'Ik heb 7 mei een coloscopie gehad.']",110
79,148,79_dermatoloog_dermatologie_doorverwijzing_verwijzing,"['dermatoloog', 'dermatologie', 'doorverwijzing', 'verwijzing', 'verwijsbrief', 'doorverwezen', 'wondjes', 'ivm', 'haaruitval', 'vervolgafspraak']","['Morgen ga ik wederom naar mijn dermatoloog!', 'Of naar de dermatoloog.', 'Ik moest toch naar dermatoloog.']",111
84,143,84_zetpillen_pillen_gebruik_gebruiken,"['zetpillen', 'pillen', 'gebruik', 'gebruiken', 'herhaalrecept', 'gestopt', 'anticonceptiepil', 'voorgeschreven', 'red', 'doosje']","['Zelfde dan de zetpillen.', 'Mijn zetpillen zijn bijna op.', 'Daarna weer zetpillen ?']",112
83,139,83_thiosix_herhaalrecept_nieuw_recept,"['thiosix', 'herhaalrecept', 'nieuw', 'recept', 'calcium', 'uitschrijven', 'apotheek', 'tabletten', 'aub', 'kauwtabletten']","['Is het mogelijk nog een recept te krijgen voor de thiosix?', 'Hoi   &  ,  Mijn Thiosix 10 mg is bijna op.', ' ,  Mijn medicatie van Thiosix is bijna op.']",113
95,138,95_mdl_arts_mdlarts_verpleegkundige,"['mdl', 'arts', 'mdlarts', 'verpleegkundige', 'ibd', 'doorverwezen', 'huisarts', 'artsen', 'afspraak', 'patinten']","['Mijn vraag is nu wanneer ik een volgende afspraak met MDL heb of ga krijgen.', 'Hallo,  Ik ben helaas niet gebeld door mn MDL arts volgens afspraak.', 'dit moet 14 dagen voor afspraak MDL arts.']",114
98,135,98_vragenlijst_ingevuld_invullen_vragenlijsten,"['vragenlijst', 'ingevuld', 'invullen', 'vragenlijsten', 'vullen', 'vragen', 'antwoorden', 'lijst', 'doorgekomen', 'maandelijks']","['Volgens mij heb ik deze vragenlijst al ingevuld🤔', 'Vragenlijst ingevuld.', 'Ja, ik heb een vragenlijst ingevuld.']",115
135,133,135_toilet_slijm_ontlasting_papier,"['toilet', 'slijm', 'ontlasting', 'papier', 'keer', 'erbij', 'bloed', 'soms', 'waarvan', 'dunne']","['Maar verder heb ik geen last van mijn darmen en hoef ik maar 2 tot 3 keer per dag naar het toilet met vaste of breierige ontlasting.', 'Ik ga 1 of twee keer per dag naar toilet en de ontlasting is dan normaal.', 'Ook ga ik vaker snel naar het toilet met dunne ontlasting.']",116
125,133,125_psylliumvezels_metamucil_vezels_suikervrij,"['psylliumvezels', 'metamucil', 'vezels', 'suikervrij', 'teva', 'orange', 'volcolon', 'foliumzuur', 'recept', 'magnesiumhydroxide']","['Voor de psylliumvezels (suikervrij Teva) zou ik graag een nieuw recept ontvangen.', 'Ik gebruik nu Psylliumvezels, dus geen Metamucil.', 'Voor de Psylliumvezels   Orange Suikervrij, 90 stuks granulaat, heeft ze Metamucil uitgeschreven en dat terwijl ik altijd de Psylliumvezels krijg omdat ik die Metamucil niet verdraag.']",117
134,131,134_zalf_crme_creme_diltiazem,"['zalf', 'crme', 'creme', 'diltiazem', 'druppels', 'gekregen', 'helpt', 'kruiden', 'ontstekingsremmende', 'gesmeerd']","['De zalf had ik via de huisarts gekregen inderdaad.', 'Zalf: 1x per dag triamcinolonacet en 2x per dag zinkoxidesmeersel.', 'inmiddels heb ik er een week of vijf zalf opgesmeerd en is het bijna weg.']",118
105,128,105_verzekering_zorgverzekering_risico_vergoed,"['verzekering', 'zorgverzekering', 'risico', 'vergoed', 'aanvraag', 'levensverzekering', 'uwv', 'gegevens', 'medische', 'zorgverzekeraar']","['Helaas heeft de verzekering nog geen gegevens mogen ontvangen.', '- Er is een aanvraag gedaan vanuit de verzekeraar Allianz voor een overlijdensrisico verzekering, hiervoor is informatie opgevraagd bij het ziekenhuis maar hier is geen reactie op gekomen.', 'Ik heb een aanvraag gedaan voor overlijdensrisico verzekering.']",119
116,127,116_prikken_prik_laten_handiger,"['prikken', 'prik', 'laten', 'handiger', 'antistoffen', 'geprikt', 'schildklier', 'prikdag', 'prikbriefje', 'prikpen']","['Ik moet in augustus weer prikken.', 'heb deze de 15e ook alten prikken', 'Over twee weken ga ik dan prikken.']",120
151,127,151_corona_virus_positief_getest,"['corona', 'virus', 'positief', 'getest', 'vaccinatie', 'besmetting', 'vaccin', 'besmet', 'negatief', 'vraag']","['Hallo,  ik ben afgelopen vrijdag positief getest op het corona virus.', 'Hallo,  Sinds afgelopen vrijdag ben ik positief getest op het corona virus.', 'het Corona virus.']",121
99,126,99_sessie_inloggen_sessies_melding,"['sessie', 'inloggen', 'sessies', 'melding', 'account', 'staat', 'wachtwoord', 'ingevuld', 'ingelogd', 'foutmelding']","['Ook dat ik steeds een mail krijg dat er een sessie voor mij klaar staat en als ik inlog dan staat er geen sessie voor mij klaar.', 'Er staat nog steeds een nieuwe sessie klaar.', 'deze sessie is reeds geweest.']",122
110,125,110_anus_aambeien_vagina_fistel,"['anus', 'aambeien', 'vagina', 'fistel', 'gevoel', 'pijn', 'jeuk', 'branderig', 'endeldarm', 'linkerbil']","['De jeuk in de anus is niet weg.', 'Dit zou ik namelijk wel willen gezien ook de pijn aan de anus.', 'Beste,  ik heb een vraag m.b.t. mijn anus.']",123
115,122,115_longen_cardioloog_hart_longarts,"['longen', 'cardioloog', 'hart', 'longarts', 'longfoto', 'hartslag', 'longontsteking', 'hartkloppingen', 'cardiologie', 'ecg']","['Ze wilden even voor de zekerheid hart en longen nakijken zeiden ze aan de telefoon.', 'Mijn longen zien er volgens de longarts goed uit en ook de huisarts kan niet echt iets verkeerds horen.', 'Gb  Cardioloog: mogelijk uw longen.']",124
118,121,118_zorgen_bang_ongerust_begin,"['zorgen', 'bang', 'ongerust', 'begin', 'risico', 'geschrokken', 'hierdoor', 'angstig', 'fistels', 'letten']","['Ik vroeg me af of dat iets is waar ik me zorgen om moet maken en of ik er iets tegen kan doen.', 'Moet ik mij zorgen maken.', 'En maak me toch wel wat zorgen.']",125
104,119,104_urine_blaas_nieren_nier,"['urine', 'blaas', 'nieren', 'nier', 'blaasontsteking', 'kweek', 'urinekweek', 'urineweginfectie', 'nierfunctie', 'galstenen']","['Ik heb afgelopen maandag bloed en urine ingeleverd.', 'Wanneer ik de uitslag van de urine heb zal ik nog iets laten weten  ', '28 september bij huisarts geweest, bloed in urine.']",126
92,114,92_cortiment_stoppen_slik_verbetering,"['cortiment', 'stoppen', 'slik', 'verbetering', 'afbouwen', 'slikken', 'starten', 'onderste', 'tabletten', 'bezig']","['Zal ik dat ook krijgen met Cortiment?', 'Niet de Cortiment ?', 'Dus nu inmiddels 4 weken Cortiment.']",127
143,114,143_excuses_sorry_late_vele,"['excuses', 'sorry', 'late', 'vele', 'jammer', 'excuus', 'geduld', 'ongemak', 'vergissing', 'verhinderd']","['Alvast dank en excuses voor vandaag !', 'Mijn excuses dat ik het niet eerder heb laten weten.', 'Excuses ...en bedankt.']",128
114,112,114_hoofdpijn_duizelig_duizeligheid_hoofd,"['hoofdpijn', 'duizelig', 'duizeligheid', 'hoofd', 'migraine', 'licht', 'symptomen', 'hartkloppingen', 'last', 'gevoel']","['Op dit moment merk ik door hoofdpijn en duizeligheid.', 'Ook last van hoofdpijn.', 'Vandaag is het vrijdag ben nog steeds een beetje duizelig en hoofdpijn is nog latent aanwezig.']",129
130,111,130_gehoord_vernomen_heden_helaas,"['gehoord', 'vernomen', 'heden', 'helaas', 'hierover', 'bevestiging', 'bericht', 'gekregen', 'hierop', 'horen']","['Ik heb hier echter nog niets over gehoord.', 'Heb hier verder nog niks van gehoord.', 'Inmiddels is het 27 juni en ik heb nog steeds niets gehoord.']",130
153,107,153_bekend_uitgekomen_dingen_onbekend,"['bekend', 'uitgekomen', 'dingen', 'onbekend', 'nieuwsgierig', 'wijsheid', 'gegevens', 'weet', 'duidelijk', 'hierover']","['Is hier inmiddels al iets van bekend ?', 'Is deze al bij jullie bekend.', 'Is er al meer bekend?']",131
129,107,129_app_telefoon_downloaden_ondersteund,"['app', 'telefoon', 'downloaden', 'ondersteund', 'gsm', 'telefoons', 'iphone', 'geprobeerd', 'code', 'mobiele']","['Kan dat in deze app?', 'grtheb geen app op mijntelefoon  ', ""Ik heb zo'n app (nog) niet.....?""]",132
112,107,112_scopie_gepland_plaatsvinden_echo,"['scopie', 'gepland', 'plaatsvinden', 'echo', 'staat', 'sedatie', 'narcose', 'echoscopie', 'poliafspraak', 'verslagen']","['ls,as donderdag 14 januari om 15.45 is de scopie gepland.', 'Goedemorgen,  Vrijdag 9 juli heb ik om 8.30 uur een scopie.', '   (Zelf heb ik 11 augustus weer een scopie)']",133
131,106,131_azathioprine_daags_tablet_compres,"['azathioprine', 'daags', 'tablet', 'compres', 'klinion', 'pillen', 'bestellen', 'calci', 'sulfasalazine', 'chew']","['Het betreft Azathioprine 50 mg, 2dd.', 'Ook bij gebruik van azathioprine?', 'Hoi,  De azathioprine is op.']",134
102,104,102_spiegel_dalspiegel_medicijnspiegel_spiegels,"['spiegel', 'dalspiegel', 'medicijnspiegel', 'spiegels', 'bekend', 'prikken', 'medicatiespiegel', 'laten', 'uitslag', 'antistoffen']","['17 augustus moet ik alleen de spiegel prikken.', 'Het prikken van de spiegel is al zeker 4 weken geleden.', 'En wb de spiegel, is dat erg?']",135
149,102,149_reactie_antwoord_bedankt_dank,"['reactie', 'antwoord', 'bedankt', 'dank', 'hoi', 'dankjewel', 'hallo', 'groet', 'hartelijk', 'alvast']","['Hoi  , Bedankt voor de reactie!', 'Hoi  , Bedankt voor je reactie.', 'Hoi  ,  bedankt voor je reactie.']",136
140,100,140_stress_druk_periode_rol,"['stress', 'druk', 'periode', 'rol', 'stressvolle', 'speelt', 'brengt', 'werk', 'onderdruk', 'psycholoog']","['Hallo  ,  Ja ik weet ook dat het nu door de stress komt.', 'Ik heb de laatste tijd veel stress gehad en nog steeds wel.', 'Ik ga er nog steeds vanuit dat het door de stress komt.']",137
93,100,93_ogen_oogarts_oog_oogontsteking,"['ogen', 'oogarts', 'oog', 'oogontsteking', 'ontstoken', 'opticien', 'rood', 'zicht', 'droge', 'last']","['Beste,  Ik ben 30 juli bij   geweest voor ontstoken ogen.', 'Ik heb ook de ogen ontstoken.', 'Met mijn ogen gaat het prima, geen last meer gehad.']",138
113,98,113_colitis_ulcerosa_collitis_colitus,"['colitis', 'ulcerosa', 'collitis', 'colitus', 'symptomen', 'klachten', 'vermoeden', 'opgetreden', 'jaar', 'momenteel']","['En hoe dat gaat met mijn colitis.', 'Maar ik heb Colitis.', 'colitis ulcerosa).']",139
100,98,100_quanton_cal_quantoncal_test,"['quanton', 'cal', 'quantoncal', 'test', 'app', 'zelftest', 'gedaan', 'telefoon', 'testen', 'downloaden']","['Beste  ,  Zou je mij 2  QuantOn Cal test willen sturen.', 'Ook had ik graag een nieuwe QuantOn Cal test gehad.', 'Ik heb ook nog één quanton cal test.']",140
145,97,145_adres_mailadres_oude_gewijzigd,"['adres', 'mailadres', 'oude', 'gewijzigd', 'verhuisd', 'wijzigen', 'verhuizing', 'veranderd', 'email', 'veranderen']","['Ik ga mijn nieuw adres betrekken op   het adres is vogelzang2  ', 'Adres is  /A1,  .', 'Mijn adres is:  -2   .']",141
154,96,154_foto_fotos_bestand_toegevoegd,"['foto', 'fotos', 'bestand', 'toegevoegd', 'groot', 'beeld', 'bijgevoegd', 'stuur', 'pdf', 'bijlage']","['Ik zal een foto sturen.', 'Ik kan nergens een foto invoegen.', 'Bij deze de foto.']",142
117,88,117_vedolizumab_vedoluzimab_infuus_geplend,"['vedolizumab', 'vedoluzimab', 'infuus', 'geplend', 'systeem', 'vedo', 'staat', 'naast', 'entyvio', 'spiegel']","['Om de 8 weken krijg ik via een infuus de Vedolizumab en wel op 22 maart en op 17 mei.', 'woensdag heb ik weer een infuus vedolizumab.', ' , Afgelopen dinsdag heb ik een infuus gehad van Vedolizumab.']",143
147,88,147_mis_gegaan_fout_gebeuren,"['mis', 'gegaan', 'fout', 'gebeuren', 'misgegaan', 'hand', 'orde', 'nakijken', 'gaat', 'verkeerde']","['Misschien is daar iets mis gegaan.', 'Kan het zijn dat hier iets is mis gegaan??', 'Is er ergens iets mis gegaan?']",144
148,86,148_horen_fijn_nieuws_goed,"['horen', 'fijn', 'nieuws', 'goed', 'expertise', 'toezending', 'journaal', 'gelinkt', 'super', 'fantastisch']","['Dat is fijn om te horen.', 'Ah fijn om te horen!!', 'Dat is heel fijn te horen.']",145
138,86,138_remicade_remsima_infuus_komende,"['remicade', 'remsima', 'infuus', 'komende', 'krijg', 'volgende', 'mss', 'inflectra', 'kuurtje', 'bloedbriefjes']","['Goedemiddag, ik heb vandaag weer een infuus Remsima gehad.', 'Hor kan ik omstekimgem in mijn nrnrm hebben als ik remsima krijg', 'Dinsdag 20-12 weer infuus gehad met Remsima.']",146
137,86,137_drinken_drink_liter_gedronken,"['drinken', 'drink', 'liter', 'gedronken', 'alcohol', 'water', 'nutridrink', 'thee', 'vocht', 'vloeistof']","['Ik heb volgende week zondag ( 23 december ) een scan en moet dan weer een liter vloeistof drinken.', 'Ik drink iets meer, maar zeker geen liter meer.', '- Drinken: ik denk te weinig, een liter maar echt niet meer dan 1,5 liter.']",147
144,84,144_mvg_swinkels_kollar_alvast,"['mvg', 'swinkels', 'kollar', 'alvast', 'hoor', 'pijltjes', 'boumans', 'onderkant', 'siao', 'kim']","['Mvg      ', 'Mvg,   ( )', 'Mvg    ']",148
111,81,111_calpro_thuistest_waarde_calprosmart,"['calpro', 'thuistest', 'waarde', 'calprosmart', 'test', 'calprotest', 'gedaan', 'uitslag', 'hoger', 'meten']","['Ik wil graag weten wat de calpro is.', 'Wanneer moet ik de calpro.... test doen?', 'Hoi   en/of  ,  Is de uitslag van de calpro van 08 september al binnen?']",149
126,79,126_stoma_stomaverpleegkundige_verwijderd_operatie,"['stoma', 'stomaverpleegkundige', 'verwijderd', 'operatie', 'puntjes', 'darm', 'tijdelijk', 'dikke', 'opinion', 'second']","['Het gaat niet zo goed want de pijn aan mijn stoma is niet uit te houden.', 'Hoi  , Ik heb vooral heel veel last van het stoma.', 'Ik heb inmiddels al 1,5 jaar een stoma.']",150
123,77,123_reumatoloog_reumatologie_artrose_fibromyalgie,"['reumatoloog', 'reumatologie', 'artrose', 'fibromyalgie', 'hematoloog', 'verwijzing', 'reumaverpleegkundige', 'consult', 'reuma', 'afspraak']","['Helaas kan de Reumatoloog niks voor me doen.', ' , Vandaag 18 juli afspraak bij reumatoloog.', '25 juni heb ik een afspraak bij de reumatoloog.']",151
127,75,127_infliximab_infuus_subcutaan_infliximap,"['infliximab', 'infuus', 'subcutaan', 'infliximap', 'dalspiegel', 'aankomende', 'volgende', 'gebruik', 'ofwel', 'krijg']","['Morgen is mijn 3e infliximab infuus', 'Gaat dit samen met mijn infliximab?', 'Ik krijg mijn infliximab infuus In het   in  .']",152
122,74,122_ustekinumab_ustekinimab_the_injection,"['ustekinumab', 'ustekinimab', 'the', 'injection', 'spiegel', 'and', 'injectie', 'blood', 'already', 'spuit']","['Ik krijg donderdag 08 juli mijn 2e spuit Ustekinumab.', 'Ik ben geprikt op ustekinumab op 28 januari.', 'gebruik van Ustekinumab.']",153
146,72,146_budenofalk_budesonide_stoppen_salofalk,"['budenofalk', 'budesonide', 'stoppen', 'salofalk', 'bijsluiter', 'bijwerking', 'gebruik', 'gestopt', 'thiosix', 'netjes']","['Hallo  ,  Wanneer mag ik stoppen met de Budenofalk?', 'De medicatie Budenofalk (budesonide 3 mg) is op.', 'Ik gebruik sinds afgelopen donderdag Budenofalk   en Budesonide.']",154
142,70,142_picoprep_moviprep_voorbereiding_instructies,"['picoprep', 'moviprep', 'voorbereiding', 'instructies', 'opgehaald', 'drinken', 'zakjes', 'recept', 'tabletjes', 'beginnen']","['Ik was bij de apotheek maar jullie hadden me geen picoprep voorgeschreven maar een andere.', 'Krijg ik weer picoprep?', 'Ik heb nog een vraag over de picoprep.']",155
155,69,155_beclometason_zetpillen_beclametason_beclomethason,"['beclometason', 'zetpillen', 'beclametason', 'beclomethason', 'beclamethason', 'remeron', 'mezavant', 'gestart', 'gebruik', 'duspetal']","['Beclometason/mezalazine .', 'Goedemorgen, De Beclometason 3 mg. zetpillen die ik gebruik zijn op.', 'Hallo,  Ik heb sinds vorige week maandag beclometason zetpillen.']",156
156,66,156_opvlamming_warmte_broeien_angst,"['opvlamming', 'warmte', 'broeien', 'angst', 'geachte', 'voelt', 'bijvoorbeeld', 'nou', 'gerookt', 'worm']","['Voelt als een opvlamming.', 'Als het een opvlamming is wat kan ik dan het beste doen.', 'Is dat dan een opvlamming?']",157
